xdate,temp,press,rain_1h,windspeed
02-28-2021 00:49:40,2.5,1039,0,2.16
02-28-2021 00:54:40,2.5,1040,0,2.16
02-28-2021 00:59:39,2.5,1039,0,2.16
02-28-2021 01:04:40,2.3,1040,0,2.14
02-28-2021 01:09:40,2.3,1040,0,2.14
02-28-2021 01:14:39,2.3,1040,0,2.14
02-28-2021 01:19:40,2.3,1039,0,2.14
02-28-2021 01:24:39,2.3,1040,0,2.14
02-28-2021 01:29:40,1.8,1039,0,1.54
02-28-2021 01:34:39,1.7,1039,0,1.03
02-28-2021 01:39:40,1.7,1039,0,1.03
02-28-2021 01:44:40,1.6,1039,0,1.03
02-28-2021 01:49:39,1.3,1039,0,1.03
02-28-2021 01:54:40,1.3,1039,0,1.03
02-28-2021 01:59:39,1.3,1039,0,1.03
02-28-2021 02:04:40,1.3,1039,0,1.03
02-28-2021 02:09:40,1.1,1039,0,1.03
02-28-2021 02:14:39,1.1,1039,0,1.03
02-28-2021 02:19:40,0.9,1039,0,1.03
02-28-2021 02:24:39,0.9,1039,0,1.03
02-28-2021 02:29:39,0.7,1039,0,1.03
02-28-2021 02:34:40,0.8,1039,0,1.03
02-28-2021 02:39:39,0.8,1039,0,1.03
02-28-2021 02:44:40,0.7,1039,0,1.03
02-28-2021 02:49:40,0.7,1039,0,1.03
02-28-2021 02:54:39,0.7,1039,0,1.03
02-28-2021 02:59:40,0.7,1039,0,1.03
02-28-2021 03:04:39,0.8,1038,0,1.54
02-28-2021 03:09:40,0.8,1038,0,1.54
02-28-2021 03:14:40,0.8,1038,0,1.54
02-28-2021 03:19:39,1.4,1038,0,1.54
02-28-2021 03:24:40,1.3,1038,0,1.54
02-28-2021 03:29:40,1.1,1038,0,1.54
02-28-2021 03:34:39,1.4,1038,0,0.51
02-28-2021 03:39:40,1.5,1038,0,0.51
02-28-2021 03:44:39,1.4,1038,0,0.51
02-28-2021 03:49:40,1.6,1038,0,0.51
02-28-2021 03:54:39,1.5,1038,0,0.51
02-28-2021 03:59:40,1.5,1038,0,0.51
02-28-2021 04:04:40,1.9,1038,0,2.08
02-28-2021 04:09:39,2.0,1038,0,2.08
02-28-2021 04:14:40,2.0,1038,0,2.08
02-28-2021 04:19:39,2.2,1038,0,2.08
02-28-2021 04:24:40,2.3,1038,0,2.08
02-28-2021 04:29:40,2.4,1038,0,2.08
02-28-2021 04:34:39,2.3,1038,0,2.08
02-28-2021 04:39:40,2.5,1038,0,2.08
02-28-2021 04:44:40,2.4,1038,0,2.08
02-28-2021 04:49:39,2.4,1038,0,2.08
02-28-2021 04:54:40,2.4,1038,0,2.08
02-28-2021 04:59:39,2.7,1038,0,2.08
02-28-2021 05:04:40,2.7,1038,0,2.29
02-28-2021 05:09:40,2.7,1038,0,2.29
02-28-2021 05:14:39,2.7,1038,0,2.29
02-28-2021 05:19:40,2.7,1038,0,2.29
02-28-2021 05:24:39,2.7,1038,0,2.29
02-28-2021 05:29:40,2.8,1038,0,2.29
02-28-2021 05:34:40,2.6,1038,0,2.57
02-28-2021 05:39:39,2.5,1038,0,2.57
02-28-2021 05:44:40,2.6,1038,0,2.57
02-28-2021 05:49:39,2.6,1038,0,2.57
02-28-2021 05:54:40,2.6,1038,0,2.57
02-28-2021 05:59:40,2.6,1038,0,2.57
02-28-2021 06:04:39,2.9,1038,0,2.57
02-28-2021 06:09:40,2.7,1038,0,2.57
02-28-2021 06:14:40,2.7,1038,0,2.57
02-28-2021 06:19:39,2.8,1038,0,2.57
02-28-2021 06:24:40,2.8,1038,0,2.57
02-28-2021 06:29:39,2.9,1038,0,2.57
02-28-2021 06:34:39,2.9,1038,0,2.06
02-28-2021 06:39:40,2.9,1038,0,2.06
02-28-2021 06:44:39,3.0,1038,0,2.06
02-28-2021 06:49:40,3.0,1038,0,2.06
02-28-2021 06:54:40,3.0,1038,0,2.06
02-28-2021 06:59:40,3.1,1038,0,2.06
02-28-2021 07:04:40,3.1,1038,0,2.06
02-28-2021 07:09:39,3.1,1038,0,2.06
02-28-2021 07:14:40,3.1,1038,0,2.06
02-28-2021 07:19:40,3.2,1038,0,2.06
02-28-2021 07:24:40,3.2,1038,0,2.06
02-28-2021 07:29:41,3.3,1038,0,2.06
02-28-2021 07:34:39,3.4,1038,0,3.09
02-28-2021 07:39:40,3.4,1038,0,3.09
02-28-2021 07:44:40,3.4,1038,0,3.09
02-28-2021 07:49:40,3.5,1038,0,3.09
02-28-2021 07:54:39,3.5,1038,0,3.09
02-28-2021 07:59:40,3.6,1038,0,3.09
02-28-2021 08:04:40,3.7,1038,0,3.09
02-28-2021 08:09:39,3.8,1038,0,3.09
02-28-2021 08:14:40,3.8,1038,0,3.09
02-28-2021 08:19:39,3.9,1038,0,3.09
02-28-2021 08:24:40,3.9,1038,0,3.09
02-28-2021 08:29:40,4,1038,0,3.09
02-28-2021 08:34:39,4.1,1038,0,2.57
02-28-2021 08:39:40,4.2,1038,0,2.57
02-28-2021 08:44:39,4.2,1038,0,2.57
02-28-2021 08:49:40,4.2,1038,0,2.57
02-28-2021 08:54:40,4.2,1038,0,2.57
02-28-2021 08:59:39,4.2,1038,0,2.57
02-28-2021 09:04:40,4.4,1038,0,3.09
02-28-2021 09:09:39,4.5,1038,0,3.09
02-28-2021 09:14:40,4.5,1038,0,3.09
02-28-2021 09:19:40,4.5,1038,0,3.09
02-28-2021 09:24:39,4.5,1038,0,3.09
02-28-2021 09:29:40,4.7,1038,0,3.09
02-28-2021 09:34:39,5.2,1038,0,3.6
02-28-2021 09:39:40,5.4,1038,0,3.6
02-28-2021 09:44:40,5.4,1038,0,3.6
02-28-2021 09:49:40,5.5,1038,0,3.6
02-28-2021 09:54:40,5.5,1038,0,3.6
02-28-2021 09:59:39,5.5,1038,0,3.6
02-28-2021 10:04:40,5.5,1038,0,3.6
02-28-2021 10:09:39,5.5,1038,0,3.6
02-28-2021 10:14:40,5.5,1038,0,3.6
02-28-2021 10:19:40,5.5,1038,0,3.6
02-28-2021 10:24:40,5.5,1038,0,3.6
02-28-2021 10:29:39,5.1,1038,0,3.6
02-28-2021 10:34:40,6.1,1038,0,4.12
02-28-2021 10:39:39,6.2,1038,0,4.12
02-28-2021 10:44:39,6.2,1038,0,4.12
02-28-2021 10:49:40,6.3,1038,0,4.12
02-28-2021 10:54:39,6.3,1038,0,4.12
02-28-2021 11:27:16,6.3,1037,0,4.12
03-17-2021 21:34:32,5.9,1033,0,1.03
03-17-2021 21:39:26,5.8,1033,0,1.03
03-17-2021 21:44:26,5.7,1033,0,1.03
03-17-2021 21:49:26,5.7,1033,0,1.03
03-17-2021 21:54:25,5.6,1033,0,1.03
03-17-2021 21:59:25,5.6,1033,0,1.03
03-17-2021 22:04:25,5.5,1033,0,1.54
03-17-2021 22:09:25,5.3,1033,0,1.54
03-17-2021 22:14:25,5.3,1033,0,1.54
03-17-2021 22:19:25,5.0,1033,0,1.54
03-20-2021 11:23:17,8.6,1032,0,3.09
03-20-2021 11:28:14,8.6,1032,0,3.09
03-20-2021 11:33:13,8.8,1032,0,0.45
03-20-2021 11:38:13,8.9,1032,0,0.89
03-20-2021 11:43:13,8.9,1032,0,0.89
03-20-2021 11:48:13,8.9,1032,0,0.89
03-20-2021 11:53:13,8.9,1032,0,0.89
03-20-2021 11:58:13,9.0,1032,0,0.89
03-20-2021 12:03:13,9.1,1032,0,3.09
03-20-2021 12:08:14,9.1,1032,0,3.09
03-20-2021 12:13:13,9.1,1032,0,3.09
03-20-2021 12:18:14,9.1,1032,0,3.09
03-20-2021 12:23:13,9.1,1032,0,3.09
03-20-2021 12:28:13,9.0,1032,0,3.09
03-20-2021 12:33:13,8.9,1031,0,3.09
